,Location,Year,total_cases,smear
1314,CHHATTISGARH_DURG,2013,3079,1029
1315,CHHATTISGARH_DURG,2014,2490,846
1316,CHHATTISGARH_DURG,2015,2587,868
1317,CHHATTISGARH_DURG,2016,2302,971
1318,CHHATTISGARH_DURG,2017,2203,998
1319,CHHATTISGARH_DURG,2018,1994,873
1378,CHHATTISGARH_KORBA,2004,709,404
1379,CHHATTISGARH_KORBA,2005,928,518
1380,CHHATTISGARH_KORBA,2006,1071,523
1381,CHHATTISGARH_KORBA,2007,1353,500
1382,CHHATTISGARH_KORBA,2008,1493,569
1383,CHHATTISGARH_KORBA,2009,1726,708
1384,CHHATTISGARH_KORBA,2010,1692,587
1385,CHHATTISGARH_KORBA,2011,1605,557
1386,CHHATTISGARH_KORBA,2012,1463,539
1387,CHHATTISGARH_KORBA,2013,1270,443
1388,CHHATTISGARH_KORBA,2014,1387,491
1389,CHHATTISGARH_KORBA,2015,1364,459
1390,CHHATTISGARH_KORBA,2016,1570,616
1391,CHHATTISGARH_KORBA,2017,1311,594
1392,CHHATTISGARH_KORBA,2018,1188,629
1440,CHHATTISGARH_RAIPUR,2002,978,433
1441,CHHATTISGARH_RAIPUR,2003,2846,1164
1442,CHHATTISGARH_RAIPUR,2004,3390,1362
1443,CHHATTISGARH_RAIPUR,2005,3358,1378
1444,CHHATTISGARH_RAIPUR,2006,4297,1780
1445,CHHATTISGARH_RAIPUR,2007,4182,1774
1446,CHHATTISGARH_RAIPUR,2008,4174,1698
1447,CHHATTISGARH_RAIPUR,2009,4552,1904
1448,CHHATTISGARH_RAIPUR,2010,4450,1814
1449,CHHATTISGARH_RAIPUR,2011,4347,1778
1450,CHHATTISGARH_RAIPUR,2012,4063,1682
1451,CHHATTISGARH_RAIPUR,2013,2846,1251
1452,CHHATTISGARH_RAIPUR,2014,2525,1000
1453,CHHATTISGARH_RAIPUR,2015,2242,1001
1454,CHHATTISGARH_RAIPUR,2016,2243,1051
1455,CHHATTISGARH_RAIPUR,2017,2130,1011
1456,CHHATTISGARH_RAIPUR,2018,2733,1182
1507,GOA_NORTHGOA,2004,284,108
1508,GOA_NORTHGOA,2005,1029,384
1509,GOA_NORTHGOA,2006,1234,374
1510,GOA_NORTHGOA,2007,1161,363
1511,GOA_NORTHGOA,2010,1213,440
1512,GOA_NORTHGOA,2011,1146,411
1513,GOA_NORTHGOA,2012,1106,390
1514,GOA_NORTHGOA,2013,1021,394
1515,GOA_NORTHGOA,2014,961,332
1516,GOA_NORTHGOA,2015,952,336
1517,GOA_NORTHGOA,2016,932,381
1518,GOA_NORTHGOA,2017,942,375
1519,GOA_NORTHGOA,2018,1357,600
1520,GOA_SOUTHGOA,2004,225,74
1521,GOA_SOUTHGOA,2005,702,220
1522,GOA_SOUTHGOA,2006,802,263
1523,GOA_SOUTHGOA,2007,943,282
1524,GOA_SOUTHGOA,2010,943,333
1525,GOA_SOUTHGOA,2011,836,307
1526,GOA_SOUTHGOA,2012,839,315
1527,GOA_SOUTHGOA,2013,756,280
1528,GOA_SOUTHGOA,2014,689,265
1529,GOA_SOUTHGOA,2015,648,223
1530,GOA_SOUTHGOA,2016,561,225
1531,GOA_SOUTHGOA,2017,470,221
1532,GOA_SOUTHGOA,2018,587,343
1592,GUJARAT_BHARUCH,2002,2122,1101
1593,GUJARAT_BHARUCH,2003,2416,1173
1594,GUJARAT_BHARUCH,2004,2775,1267
1595,GUJARAT_BHARUCH,2005,2587,1320
1596,GUJARAT_BHARUCH,2006,2643,1422
1597,GUJARAT_BHARUCH,2007,2743,1448
1598,GUJARAT_BHARUCH,2008,2687,1499
1599,GUJARAT_BHARUCH,2009,2004,1031
1600,GUJARAT_BHARUCH,2010,2014,1131
1601,GUJARAT_BHARUCH,2011,2030,1098
1602,GUJARAT_BHARUCH,2012,1933,1029
1603,GUJARAT_BHARUCH,2013,1944,1042
1604,GUJARAT_BHARUCH,2014,1879,955
1605,GUJARAT_BHARUCH,2015,2260,1104
1606,GUJARAT_BHARUCH,2016,2289,1154
1607,GUJARAT_BHARUCH,2017,2580,1335
1608,GUJARAT_BHARUCH,2018,2816,1215
1679,GUJARAT_GANDHINAGAR,2001,2809,1092
1680,GUJARAT_GANDHINAGAR,2002,3078,1342
1681,GUJARAT_GANDHINAGAR,2003,2446,1016
1682,GUJARAT_GANDHINAGAR,2004,1973,832
1683,GUJARAT_GANDHINAGAR,2005,1809,814
1684,GUJARAT_GANDHINAGAR,2006,1892,844
1685,GUJARAT_GANDHINAGAR,2007,1944,841
1686,GUJARAT_GANDHINAGAR,2008,1937,846
1687,GUJARAT_GANDHINAGAR,2009,1940,849
1688,GUJARAT_GANDHINAGAR,2010,1783,900
1689,GUJARAT_GANDHINAGAR,2011,1720,850
1690,GUJARAT_GANDHINAGAR,2012,1573,825
1691,GUJARAT_GANDHINAGAR,2013,1684,834
1692,GUJARAT_GANDHINAGAR,2014,1827,848
1693,GUJARAT_GANDHINAGAR,2015,1892,869
1694,GUJARAT_GANDHINAGAR,2016,2007,871
1695,GUJARAT_GANDHINAGAR,2017,2497,879
1696,GUJARAT_GANDHINAGAR,2018,2533,980
1702,GUJARAT_JAMNAGAR,2001,1987,777
1703,GUJARAT_JAMNAGAR,2002,1999,740
1704,GUJARAT_JAMNAGAR,2003,2164,859
1705,GUJARAT_JAMNAGAR,2004,2405,860
1706,GUJARAT_JAMNAGAR,2005,2229,828
1707,GUJARAT_JAMNAGAR,2006,2376,1155
1708,GUJARAT_JAMNAGAR,2007,2506,1213
1709,GUJARAT_JAMNAGAR,2008,2550,1198
1710,GUJARAT_JAMNAGAR,2009,2620,1154
1711,GUJARAT_JAMNAGAR,2010,2545,1220
1712,GUJARAT_JAMNAGAR,2011,2400,1164
1713,GUJARAT_JAMNAGAR,2012,2136,1162
1714,GUJARAT_JAMNAGAR,2013,2140,1139
1715,GUJARAT_JAMNAGAR,2014,1803,948
1716,GUJARAT_JAMNAGAR,2015,1667,854
1717,GUJARAT_JAMNAGAR,2016,1699,891
1718,GUJARAT_JAMNAGAR,2017,1846,807
1719,GUJARAT_JAMNAGAR,2018,2006,826
1836,GUJARAT_RAJKOT,2001,2872,1159
1837,GUJARAT_RAJKOT,2002,3173,1136
1838,GUJARAT_RAJKOT,2003,3384,1201
1839,GUJARAT_RAJKOT,2004,3569,1442
1840,GUJARAT_RAJKOT,2005,3610,1581
1841,GUJARAT_RAJKOT,2006,3912,1986
1842,GUJARAT_RAJKOT,2007,4058,1978
1843,GUJARAT_RAJKOT,2008,4093,1877
1844,GUJARAT_RAJKOT,2009,4087,2026
1845,GUJARAT_RAJKOT,2010,3983,2178
1846,GUJARAT_RAJKOT,2011,3852,2179
1847,GUJARAT_RAJKOT,2012,3676,2195
1848,GUJARAT_RAJKOT,2013,3701,2154
1849,GUJARAT_RAJKOT,2014,3340,1951
1850,GUJARAT_RAJKOT,2015,3214,1825
1851,GUJARAT_RAJKOT,2016,3643,1969
1852,GUJARAT_RAJKOT,2017,4223,1702
1853,GUJARAT_RAJKOT,2018,4116,1667
1870,GUJARAT_SURAT,2001,1716,807
1871,GUJARAT_SURAT,2002,2364,1081
1872,GUJARAT_SURAT,2003,4990,1637
1873,GUJARAT_SURAT,2004,5861,2106
1874,GUJARAT_SURAT,2005,6406,2331
1875,GUJARAT_SURAT,2006,6595,2398
1876,GUJARAT_SURAT,2007,5589,2159
1877,GUJARAT_SURAT,2008,8869,3824
1878,GUJARAT_SURAT,2009,9491,3861
1879,GUJARAT_SURAT,2010,9254,3899
1880,GUJARAT_SURAT,2011,9037,3765
1881,GUJARAT_SURAT,2012,8970,3915
1882,GUJARAT_SURAT,2013,9434,4444
1883,GUJARAT_SURAT,2014,7033,3070
1884,GUJARAT_SURAT,2015,3953,1868
1885,GUJARAT_SURAT,2016,10407,4962
1886,GUJARAT_SURAT,2017,11968,4982
1887,GUJARAT_SURAT,2018,12931,5631
1913,GUJARAT_VADODARA,2001,1983,870
1914,GUJARAT_VADODARA,2002,2871,1166
1915,GUJARAT_VADODARA,2003,3473,1360
1916,GUJARAT_VADODARA,2004,4295,1741
1917,GUJARAT_VADODARA,2005,3815,1675
1918,GUJARAT_VADODARA,2006,4253,1792
1919,GUJARAT_VADODARA,2007,3843,1683
1920,GUJARAT_VADODARA,2008,4213,1834
1921,GUJARAT_VADODARA,2009,4206,1863
1922,GUJARAT_VADODARA,2010,4212,1967
1923,GUJARAT_VADODARA,2011,3943,1863
1924,GUJARAT_VADODARA,2012,4009,1944
1925,GUJARAT_VADODARA,2013,4372,1972
1926,GUJARAT_VADODARA,2014,3457,1589
1927,GUJARAT_VADODARA,2015,2400,1140
1928,GUJARAT_VADODARA,2016,4693,2256
1929,GUJARAT_VADODARA,2017,7464,3058
1930,GUJARAT_VADODARA,2018,7100,2851
1931,GUJARAT_VALSAD,2001,2558,1104
1932,GUJARAT_VALSAD,2002,2604,1146
1933,GUJARAT_VALSAD,2003,2891,1247
1934,GUJARAT_VALSAD,2004,3371,1539
1935,GUJARAT_VALSAD,2005,3194,1382
1936,GUJARAT_VALSAD,2006,2892,1389
1937,GUJARAT_VALSAD,2007,1787,877
1938,GUJARAT_VALSAD,2008,1756,917
1939,GUJARAT_VALSAD,2009,1761,909
1940,GUJARAT_VALSAD,2010,1803,966
1941,GUJARAT_VALSAD,2011,1670,931
1942,GUJARAT_VALSAD,2012,1712,980
1943,GUJARAT_VALSAD,2013,1726,1006
1944,GUJARAT_VALSAD,2014,1725,1007
1945,GUJARAT_VALSAD,2015,1886,1051
1946,GUJARAT_VALSAD,2016,2048,1100
1947,GUJARAT_VALSAD,2017,2255,1017
1948,GUJARAT_VALSAD,2018,2371,980
1965,HARYANA_BHIWANI,2004,2396,1000
1966,HARYANA_BHIWANI,2005,2541,964
1967,HARYANA_BHIWANI,2006,2656,1070
1968,HARYANA_BHIWANI,2007,2324,925
1969,HARYANA_BHIWANI,2008,2159,985
1970,HARYANA_BHIWANI,2009,2050,947
1971,HARYANA_BHIWANI,2010,1997,867
1972,HARYANA_BHIWANI,2011,1888,840
1973,HARYANA_BHIWANI,2012,2062,820
1974,HARYANA_BHIWANI,2013,1953,726
1975,HARYANA_BHIWANI,2014,1916,747
1976,HARYANA_BHIWANI,2015,2272,855
1977,HARYANA_BHIWANI,2016,2493,998
1978,HARYANA_BHIWANI,2017,1732,988
1979,HARYANA_BHIWANI,2018,2747,1767
1980,HARYANA_FARIDABAD,2001,2978,1105
1981,HARYANA_FARIDABAD,2002,3402,1292
1982,HARYANA_FARIDABAD,2003,3715,1239
1983,HARYANA_FARIDABAD,2004,3691,1248
1984,HARYANA_FARIDABAD,2005,4093,1287
1985,HARYANA_FARIDABAD,2006,3882,1238
1986,HARYANA_FARIDABAD,2007,3811,1185
1987,HARYANA_FARIDABAD,2008,3644,1074
1988,HARYANA_FARIDABAD,2009,3935,1024
1989,HARYANA_FARIDABAD,2010,3060,742
1990,HARYANA_FARIDABAD,2011,3295,853
1991,HARYANA_FARIDABAD,2012,3475,829
1992,HARYANA_FARIDABAD,2013,3789,982
1993,HARYANA_FARIDABAD,2014,4186,855
1994,HARYANA_FARIDABAD,2015,4458,1010
1995,HARYANA_FARIDABAD,2016,4151,1076
1996,HARYANA_FARIDABAD,2017,3460,953
1997,HARYANA_FARIDABAD,2018,5583,1687
2130,HARYANA_PANCHKULA,2003,154,72
2131,HARYANA_PANCHKULA,2004,943,358
2132,HARYANA_PANCHKULA,2005,906,321
2133,HARYANA_PANCHKULA,2006,825,271
2134,HARYANA_PANCHKULA,2007,890,320
2135,HARYANA_PANCHKULA,2008,974,328
2136,HARYANA_PANCHKULA,2009,1023,400
2137,HARYANA_PANCHKULA,2010,933,340
2138,HARYANA_PANCHKULA,2011,1075,358
2139,HARYANA_PANCHKULA,2012,1101,369
2140,HARYANA_PANCHKULA,2013,1108,367
2141,HARYANA_PANCHKULA,2014,1044,358
2142,HARYANA_PANCHKULA,2015,1121,378
2143,HARYANA_PANCHKULA,2016,1139,321
2144,HARYANA_PANCHKULA,2017,1109,447
2145,HARYANA_PANCHKULA,2018,1657,806
2225,HARYANA_YAMUNANAGAR,2003,267,144
2226,HARYANA_YAMUNANAGAR,2004,1566,704
2227,HARYANA_YAMUNANAGAR,2005,1496,591
2228,HARYANA_YAMUNANAGAR,2006,1320,589
2229,HARYANA_YAMUNANAGAR,2007,1361,562
2283,HIMACHALPRADESH_KANGRA,2001,2195,772
2284,HIMACHALPRADESH_KANGRA,2002,2594,979
2285,HIMACHALPRADESH_KANGRA,2003,2642,1034
2286,HIMACHALPRADESH_KANGRA,2004,2711,942
2287,HIMACHALPRADESH_KANGRA,2005,2613,918
2288,HIMACHALPRADESH_KANGRA,2006,2505,964
2289,HIMACHALPRADESH_KANGRA,2007,2593,964
2290,HIMACHALPRADESH_KANGRA,2008,2585,938
2291,HIMACHALPRADESH_KANGRA,2009,2590,910
2292,HIMACHALPRADESH_KANGRA,2010,2759,929
2293,HIMACHALPRADESH_KANGRA,2011,2610,909
2294,HIMACHALPRADESH_KANGRA,2012,2523,1090
2295,HIMACHALPRADESH_KANGRA,2013,2581,1100
2296,HIMACHALPRADESH_KANGRA,2014,2645,1127
2297,HIMACHALPRADESH_KANGRA,2015,2571,973
2298,HIMACHALPRADESH_KANGRA,2016,2574,1094
2299,HIMACHALPRADESH_KANGRA,2017,3112,1368
2300,HIMACHALPRADESH_KANGRA,2018,3229,1518
2319,HIMACHALPRADESH_KULLU,2001,714,254
2320,HIMACHALPRADESH_KULLU,2002,1479,435
2321,HIMACHALPRADESH_KULLU,2003,1520,378
2322,HIMACHALPRADESH_KULLU,2004,1563,453
2323,HIMACHALPRADESH_KULLU,2005,1588,442
2324,HIMACHALPRADESH_KULLU,2006,1475,490
2325,HIMACHALPRADESH_KULLU,2007,1349,429
2326,HIMACHALPRADESH_KULLU,2008,1395,495
2327,HIMACHALPRADESH_KULLU,2009,1337,451
2328,HIMACHALPRADESH_KULLU,2010,1387,399
2329,HIMACHALPRADESH_KULLU,2011,1299,308
2330,HIMACHALPRADESH_KULLU,2012,1306,329
2331,HIMACHALPRADESH_KULLU,2013,1329,351
2332,HIMACHALPRADESH_KULLU,2014,1548,432
2333,HIMACHALPRADESH_KULLU,2015,1453,340
2334,HIMACHALPRADESH_KULLU,2016,1321,331
2335,HIMACHALPRADESH_KULLU,2017,729,276
2336,HIMACHALPRADESH_KULLU,2018,1163,579
2344,HIMACHALPRADESH_MANDI,2001,2348,838
2345,HIMACHALPRADESH_MANDI,2002,2483,883
2346,HIMACHALPRADESH_MANDI,2003,2379,862
2347,HIMACHALPRADESH_MANDI,2004,2279,807
2348,HIMACHALPRADESH_MANDI,2005,2177,746
2349,HIMACHALPRADESH_MANDI,2006,2058,783
2350,HIMACHALPRADESH_MANDI,2007,2095,797
2351,HIMACHALPRADESH_MANDI,2008,2078,744
2352,HIMACHALPRADESH_MANDI,2009,2111,808
2353,HIMACHALPRADESH_MANDI,2010,2170,771
2354,HIMACHALPRADESH_MANDI,2011,2051,700
2355,HIMACHALPRADESH_MANDI,2012,2017,742
2356,HIMACHALPRADESH_MANDI,2013,2156,751
2357,HIMACHALPRADESH_MANDI,2014,2358,816
2358,HIMACHALPRADESH_MANDI,2015,2358,814
2359,HIMACHALPRADESH_MANDI,2016,2162,764
2360,HIMACHALPRADESH_MANDI,2017,1873,797
2361,HIMACHALPRADESH_MANDI,2018,2003,1084
2362,HIMACHALPRADESH_SHIMLA,2001,1053,321
2363,HIMACHALPRADESH_SHIMLA,2002,1240,416
2364,HIMACHALPRADESH_SHIMLA,2003,1582,545
2365,HIMACHALPRADESH_SHIMLA,2004,1416,466
2366,HIMACHALPRADESH_SHIMLA,2005,1760,561
2367,HIMACHALPRADESH_SHIMLA,2006,1700,584
2368,HIMACHALPRADESH_SHIMLA,2007,1690,570
2369,HIMACHALPRADESH_SHIMLA,2008,1691,607
2370,HIMACHALPRADESH_SHIMLA,2009,1784,590
2371,HIMACHALPRADESH_SHIMLA,2010,1557,615
2372,HIMACHALPRADESH_SHIMLA,2011,1551,538
2373,HIMACHALPRADESH_SHIMLA,2012,1762,577
2374,HIMACHALPRADESH_SHIMLA,2013,1762,634
2375,HIMACHALPRADESH_SHIMLA,2014,1706,562
2376,HIMACHALPRADESH_SHIMLA,2015,1763,595
2377,HIMACHALPRADESH_SHIMLA,2016,1576,538
2378,HIMACHALPRADESH_SHIMLA,2017,2461,1111
2379,HIMACHALPRADESH_SHIMLA,2018,2681,1108
2380,HIMACHALPRADESH_SIRMAUR,2001,814,345
2381,HIMACHALPRADESH_SIRMAUR,2002,906,342
2382,HIMACHALPRADESH_SIRMAUR,2003,970,336
2383,HIMACHALPRADESH_SIRMAUR,2004,1035,415
2384,HIMACHALPRADESH_SIRMAUR,2005,1058,394
2385,HIMACHALPRADESH_SIRMAUR,2006,917,340
2386,HIMACHALPRADESH_SIRMAUR,2007,985,392
2387,HIMACHALPRADESH_SIRMAUR,2008,1030,442
2388,HIMACHALPRADESH_SIRMAUR,2009,1064,399
2389,HIMACHALPRADESH_SIRMAUR,2010,1146,397
2390,HIMACHALPRADESH_SIRMAUR,2011,1037,379
2391,HIMACHALPRADESH_SIRMAUR,2012,1099,392
2392,HIMACHALPRADESH_SIRMAUR,2013,1004,355
2393,HIMACHALPRADESH_SIRMAUR,2014,1251,463
2394,HIMACHALPRADESH_SIRMAUR,2015,1149,442
2395,HIMACHALPRADESH_SIRMAUR,2016,1104,409
2396,HIMACHALPRADESH_SIRMAUR,2017,949,406
2397,HIMACHALPRADESH_SIRMAUR,2018,853,459
2398,HIMACHALPRADESH_SOLAN,2001,802,380
2399,HIMACHALPRADESH_SOLAN,2002,828,387
2400,HIMACHALPRADESH_SOLAN,2003,913,400
2401,HIMACHALPRADESH_SOLAN,2004,980,472
2402,HIMACHALPRADESH_SOLAN,2005,1009,459
2403,HIMACHALPRADESH_SOLAN,2006,1015,428
2404,HIMACHALPRADESH_SOLAN,2007,1135,482
2405,HIMACHALPRADESH_SOLAN,2008,1181,463
2406,HIMACHALPRADESH_SOLAN,2009,1242,458
2407,HIMACHALPRADESH_SOLAN,2010,1289,475
2408,HIMACHALPRADESH_SOLAN,2011,1328,453
2409,HIMACHALPRADESH_SOLAN,2012,1305,405
2410,HIMACHALPRADESH_SOLAN,2013,1285,415
2411,HIMACHALPRADESH_SOLAN,2014,1480,427
2412,HIMACHALPRADESH_SOLAN,2015,1442,508
2413,HIMACHALPRADESH_SOLAN,2016,1449,561
2414,HIMACHALPRADESH_SOLAN,2017,1495,774
2415,HIMACHALPRADESH_SOLAN,2018,2050,1110
2416,HIMACHALPRADESH_UNA,2001,471,179
2417,HIMACHALPRADESH_UNA,2002,568,196
2418,HIMACHALPRADESH_UNA,2003,654,248
2419,HIMACHALPRADESH_UNA,2004,744,340
2420,HIMACHALPRADESH_UNA,2005,688,276
2421,HIMACHALPRADESH_UNA,2006,663,260
2422,HIMACHALPRADESH_UNA,2007,696,273
2423,HIMACHALPRADESH_UNA,2008,608,256
2424,HIMACHALPRADESH_UNA,2009,698,307
2425,HIMACHALPRADESH_UNA,2010,746,378
2426,HIMACHALPRADESH_UNA,2011,731,364
2427,HIMACHALPRADESH_UNA,2012,763,402
2428,HIMACHALPRADESH_UNA,2013,706,371
2429,HIMACHALPRADESH_UNA,2014,553,296
2430,HIMACHALPRADESH_UNA,2015,725,362
2431,HIMACHALPRADESH_UNA,2016,685,321
2432,HIMACHALPRADESH_UNA,2017,633,364
2433,HIMACHALPRADESH_UNA,2018,713,432
2523,JHARKHAND_DHANBAD,2003,515,149
2524,JHARKHAND_DHANBAD,2004,2455,896
2525,JHARKHAND_DHANBAD,2005,2240,690
2526,JHARKHAND_DHANBAD,2006,2448,1044
2527,JHARKHAND_DHANBAD,2007,2735,1167
2528,JHARKHAND_DHANBAD,2008,3230,1530
2529,JHARKHAND_DHANBAD,2009,3320,1607
2530,JHARKHAND_DHANBAD,2010,3166,1483
2531,JHARKHAND_DHANBAD,2011,2978,1527
2532,JHARKHAND_DHANBAD,2012,2759,1372
2533,JHARKHAND_DHANBAD,2013,2661,1275
2534,JHARKHAND_DHANBAD,2014,2538,1085
2535,JHARKHAND_DHANBAD,2015,2355,970
2536,JHARKHAND_DHANBAD,2016,2261,886
2537,JHARKHAND_DHANBAD,2017,2155,951
2538,JHARKHAND_DHANBAD,2018,2178,837
2712,JHARKHAND_RANCHI,2001,2227,867
2713,JHARKHAND_RANCHI,2002,2372,912
2714,JHARKHAND_RANCHI,2003,2807,1171
2715,JHARKHAND_RANCHI,2004,3663,1455
2716,JHARKHAND_RANCHI,2005,3414,1274
2717,JHARKHAND_RANCHI,2006,3830,1520
2718,JHARKHAND_RANCHI,2007,3959,1616
2719,JHARKHAND_RANCHI,2008,4092,1594
2720,JHARKHAND_RANCHI,2009,4553,1751
2721,JHARKHAND_RANCHI,2010,3298,1396
2722,JHARKHAND_RANCHI,2011,3313,1358
2723,JHARKHAND_RANCHI,2012,3005,1278
2724,JHARKHAND_RANCHI,2013,2630,1312
2725,JHARKHAND_RANCHI,2014,2597,1319
2726,JHARKHAND_RANCHI,2015,2528,1172
2727,JHARKHAND_RANCHI,2016,2466,1091
2728,JHARKHAND_RANCHI,2017,2699,1196
2729,JHARKHAND_RANCHI,2018,3574,1396
2810,KARNATAKA_BIDAR,2003,1177,579
2811,KARNATAKA_BIDAR,2004,1492,594
2812,KARNATAKA_BIDAR,2005,1440,581
2813,KARNATAKA_BIDAR,2006,1304,490
2814,KARNATAKA_BIDAR,2007,1173,422
2815,KARNATAKA_BIDAR,2008,1532,563
2816,KARNATAKA_BIDAR,2009,1706,621
2817,KARNATAKA_BIDAR,2010,1878,694
2818,KARNATAKA_BIDAR,2011,2442,896
2819,KARNATAKA_BIDAR,2012,2325,733
2820,KARNATAKA_BIDAR,2013,2228,700
2821,KARNATAKA_BIDAR,2014,2004,690
2822,KARNATAKA_BIDAR,2015,1939,657
2823,KARNATAKA_BIDAR,2016,2001,720
2824,KARNATAKA_BIDAR,2017,1637,756
2825,KARNATAKA_BIDAR,2018,2035,949
2846,KARNATAKA_CHITRADURGA,2001,2604,1251
2847,KARNATAKA_CHITRADURGA,2002,2561,1193
2848,KARNATAKA_CHITRADURGA,2003,2601,1185
2849,KARNATAKA_CHITRADURGA,2004,2351,1096
2850,KARNATAKA_CHITRADURGA,2005,2264,1068
2851,KARNATAKA_CHITRADURGA,2006,2127,1009
2852,KARNATAKA_CHITRADURGA,2007,1710,740
2853,KARNATAKA_CHITRADURGA,2008,2284,928
2854,KARNATAKA_CHITRADURGA,2009,2336,1055
2855,KARNATAKA_CHITRADURGA,2010,2369,995
2856,KARNATAKA_CHITRADURGA,2011,2396,995
2857,KARNATAKA_CHITRADURGA,2012,2333,1058
2858,KARNATAKA_CHITRADURGA,2013,2195,1005
2859,KARNATAKA_CHITRADURGA,2014,2162,967
2860,KARNATAKA_CHITRADURGA,2015,2175,940
2861,KARNATAKA_CHITRADURGA,2016,2082,999
2862,KARNATAKA_CHITRADURGA,2017,2275,1387
2863,KARNATAKA_CHITRADURGA,2018,2166,1283
2864,KARNATAKA_DAKSHINAKANNADA,2003,1407,702
2865,KARNATAKA_DAKSHINAKANNADA,2004,1829,785
2866,KARNATAKA_DAKSHINAKANNADA,2005,2196,912
2867,KARNATAKA_DAKSHINAKANNADA,2006,2186,909
2868,KARNATAKA_DAKSHINAKANNADA,2007,2061,873
2869,KARNATAKA_DAKSHINAKANNADA,2010,1931,761
2870,KARNATAKA_DAKSHINAKANNADA,2011,1922,795
2871,KARNATAKA_DAKSHINAKANNADA,2012,1784,807
2872,KARNATAKA_DAKSHINAKANNADA,2013,1663,712
2873,KARNATAKA_DAKSHINAKANNADA,2014,1634,711
2874,KARNATAKA_DAKSHINAKANNADA,2015,1598,718
2875,KARNATAKA_DAKSHINAKANNADA,2016,1601,778
2876,KARNATAKA_DAKSHINAKANNADA,2017,2179,1209
2877,KARNATAKA_DAKSHINAKANNADA,2018,2791,1379
2878,KARNATAKA_DAVANAGERE,2001,959,372
2879,KARNATAKA_DAVANAGERE,2002,2324,814
2880,KARNATAKA_DAVANAGERE,2003,2541,934
2881,KARNATAKA_DAVANAGERE,2004,2787,1005
2882,KARNATAKA_DAVANAGERE,2005,2494,872
2883,KARNATAKA_DAVANAGERE,2006,2393,890
2884,KARNATAKA_DAVANAGERE,2007,2603,955
2885,KARNATAKA_DAVANAGERE,2008,2429,884
2886,KARNATAKA_DAVANAGERE,2009,2268,892
2887,KARNATAKA_DAVANAGERE,2010,2222,853
2888,KARNATAKA_DAVANAGERE,2011,2209,904
2889,KARNATAKA_DAVANAGERE,2012,2053,853
2890,KARNATAKA_DAVANAGERE,2013,2032,866
2891,KARNATAKA_DAVANAGERE,2014,1969,829
2892,KARNATAKA_DAVANAGERE,2015,2010,876
2893,KARNATAKA_DAVANAGERE,2016,1790,795
2894,KARNATAKA_DAVANAGERE,2017,1587,846
2895,KARNATAKA_DAVANAGERE,2018,2209,1232
2896,KARNATAKA_DHARWAD,2003,1728,569
2897,KARNATAKA_DHARWAD,2004,1831,691
2898,KARNATAKA_DHARWAD,2005,2052,728
2899,KARNATAKA_DHARWAD,2006,2084,707
2900,KARNATAKA_DHARWAD,2007,2011,708
2901,KARNATAKA_DHARWAD,2008,1814,679
2902,KARNATAKA_DHARWAD,2009,1802,687
2903,KARNATAKA_DHARWAD,2010,1914,854
2904,KARNATAKA_DHARWAD,2011,1811,801
2905,KARNATAKA_DHARWAD,2012,1803,803
2906,KARNATAKA_DHARWAD,2013,1701,773
2907,KARNATAKA_DHARWAD,2014,1637,747
2908,KARNATAKA_DHARWAD,2015,1505,634
2909,KARNATAKA_DHARWAD,2016,1443,693
2910,KARNATAKA_DHARWAD,2017,2451,1418
2911,KARNATAKA_DHARWAD,2018,2709,1404
2928,KARNATAKA_HASSAN,2003,1970,867
2929,KARNATAKA_HASSAN,2004,2026,740
2930,KARNATAKA_HASSAN,2005,2050,880
2931,KARNATAKA_HASSAN,2006,1683,707
2932,KARNATAKA_HASSAN,2007,1755,755
2933,KARNATAKA_HASSAN,2008,1811,770
2934,KARNATAKA_HASSAN,2009,1849,766
2935,KARNATAKA_HASSAN,2010,1772,803
2936,KARNATAKA_HASSAN,2011,1680,751
2937,KARNATAKA_HASSAN,2012,1625,783
2938,KARNATAKA_HASSAN,2013,1402,682
2939,KARNATAKA_HASSAN,2014,1415,656
2940,KARNATAKA_HASSAN,2015,1250,614
2941,KARNATAKA_HASSAN,2016,1268,650
2942,KARNATAKA_HASSAN,2017,1037,587
2943,KARNATAKA_HASSAN,2018,1313,722
2944,KARNATAKA_HAVERI,2004,666,268
2945,KARNATAKA_HAVERI,2005,1658,662
2946,KARNATAKA_HAVERI,2006,1574,632
2947,KARNATAKA_HAVERI,2007,1682,648
2948,KARNATAKA_HAVERI,2008,1519,566
2949,KARNATAKA_HAVERI,2009,1630,721
2950,KARNATAKA_HAVERI,2010,1901,735
2951,KARNATAKA_HAVERI,2011,2407,918
2952,KARNATAKA_HAVERI,2012,1967,686
2953,KARNATAKA_HAVERI,2013,1718,656
2954,KARNATAKA_HAVERI,2014,1809,733
2955,KARNATAKA_HAVERI,2015,1855,707
2956,KARNATAKA_HAVERI,2016,1731,740
2957,KARNATAKA_HAVERI,2017,1561,874
2958,KARNATAKA_HAVERI,2018,1078,656
2979,KARNATAKA_KOLAR,2003,2247,1064
2980,KARNATAKA_KOLAR,2004,3052,1323
2981,KARNATAKA_KOLAR,2005,3340,1470
2982,KARNATAKA_KOLAR,2006,3276,1527
2983,KARNATAKA_KOLAR,2007,3352,1429
2984,KARNATAKA_KOLAR,2008,1653,777
2985,KARNATAKA_KOLAR,2009,1541,670
