Year,2006,,2011,,2016,,2021,,2025,
Location,total_rate,smear_rate,total_rate,smear_rate,total_rate,smear_rate,total_rate,smear_rate,total_rate,smear_rate
UTTARPRADESH_BAREILLY,-0.0264,-0.1866,-0.1591,-0.059,-0.1407,0.2092,-0.0362,-0.0938,0.0296,-0.0026
UTTARPRADESH_BULANDSHAHR,-0.0539,-0.3377,0.4119,0.4478,-0.1248,-0.2268,0.0452,0.1427,-0.0097,0.0016
UTTARPRADESH_FIROZABAD,-0.5359,-0.5872,0.2648,0.3989,-0.1113,-0.1399,0.0604,0.05,-0.005,-0.0201
UTTARPRADESH_GHAZIABAD,0.9388,0.8419,0.3325,0.2935,-0.2255,-0.3974,-0.0279,0.2016,0.0055,-0.0028
UTTARPRADESH_GORAKHPUR,-0.7775,-0.7817,1.1263,3.4355,0.1505,-0.2468,-0.0033,0.0875,0.0161,0.0059
UTTARPRADESH_JHANSI,-0.5526,-0.6299,0.2795,0.4364,-0.049,-0.0516,0.033,-0.0117,0.0059,-0.0063
UTTARPRADESH_KANPURNAGAR,0.9471,0.677,0.3639,0.4589,-0.0894,-0.0595,0.0098,-0.0685,-0.0043,-0.0103
UTTARPRADESH_LUCKNOW,0.5138,0.42,-0.0094,-0.0088,0.1027,0.2616,-0.0776,-0.1668,-0.0079,-0.0063
UTTARPRADESH_MATHURA,-0.5635,-0.5224,0.0252,0.0767,0.251,0.2486,-0.0122,0.028,-0.0055,-0.0096
UTTARPRADESH_MEERUT,0.0775,0.0122,0.1082,0.1117,-0.0568,0.0079,0.032,0.0052,-0.0129,-0.0068
UTTARPRADESH_MORADABAD,-0.0975,-0.1932,-0.0839,0.4579,-0.1085,-0.4376,-0.0294,0.2141,0.0072,-0.0033
UTTARPRADESH_SAHARANPUR,0.1573,-0.1321,-0.0191,0.1898,0.0213,-0.0651,-0.0254,0.079,-0.0253,-0.0297
UTTARPRADESH_SONBHADRA,-0.8399,-0.8112,1.263,1.547,-0.0545,0.0034,0.0847,-0.0493,-0.0199,-0.0062
UTTARPRADESH_UNNAO,0.9137,0.5987,-0.0616,0.2933,-0.1729,-0.1748,-0.0067,0.0902,-0.0177,-0.009
UTTARPRADESH_VARANASI,0.3802,0.1357,-0.0331,0.0496,-0.2674,-0.3758,0.2979,0.4365,0.0022,-0.0019
WESTBENGAL_BANKURA,-0.1067,0.1084,0.0005,-0.0598,-0.0717,-0.0565,0.0379,-0.0755,-0.011,-0.0125
WESTBENGAL_MALDAH,0.1137,0.8009,-0.1179,-0.0271,-0.052,-0.1056,0.0542,0.0179,0.0014,0.0013
WESTBENGAL_MURSHIDABAD,0.0835,0.4812,0.0429,0.0895,-0.2029,-0.1285,-0.0006,0.1153,-0.0015,-0.0008
WESTBENGAL_NADIA,0.4985,0.7342,-0.2142,-0.1829,-0.2401,-0.171,0.0928,0.1631,-0.0057,-0.0062
WESTBENGAL_PURBAMEDINIPUR,-0.0254,0.2193,-,-,-,-,-0.1536,-0.3168,-0.067,-0.0202
